source,target
cs/0312044,cs/0111054
cs/0307072,cs/0308003
cs/0307047,cs/0308003
cs/0401004,cs/0410071
cs/0401004,cs/0505058
cs/0410071,cs/0505058
cs/0602044,cs/0603041
cs/0111054,cs/0602065
cs/0312044,cs/0602065
cs/0401004,cs/0506089
cs/0410071,cs/0506089
cs/0505058,cs/0506089
cs/0401004,cs/0409031
cs/0001024,cs/0405029
cs/0307072,cs/0405095
cs/0308003,cs/0405095
cs/0001024,cs/0006047
