id,title,pagerank,betweenness,in_degree,out_degree
hep-ex/0603016,Deep Inelastic Electron-Nucleon Scattering at the LHC,4.17626595976306e-05,8.108521030487895e-06,36.0,8.0
hep-ex/0108012,"TESLA Technical Design Report, Part VI, Chapter 1: The Photon Collider
  at TESLA",3.672963180455395e-05,8.26948383210622e-05,111.0,103.0
physics/0210027,Wavelength-Dependent Effects in Maxwell Optics,3.240729282834866e-05,0.0,12.0,1.0
physics/0210028,Analogies between light optics and charged-particle optics,3.240729282834866e-05,0.0,12.0,1.0
physics/0610285,Ultimate parameters of the photon collider at the ILC,2.8678904672724976e-05,0.0,11.0,0.0
physics/0602172,Photon colliders: the first 25 years,2.335708128056616e-05,2.532365142850713e-08,27.0,1.0
physics/0310028,A Pulsed Synchrotron for Muon Acceleration at a Neutrino Factory,2.076422286627606e-05,0.0,11.0,0.0
physics/0602049,"Neutrino tomography - Learning about the Earth's interior using the
  propagation of neutrinos",1.6366307619284377e-05,7.933752108188866e-08,45.0,2.0
physics/0604108,"The Photon collider at ILC: status, parameters and technical problems",1.4295358273243588e-05,1.3176744363336405e-06,15.0,4.0
physics/9911009,"Expression of Interest in R&D towards a Neutrino Factory Based on a
  Storage Ring and a Muon Collider",1.4214468708415844e-05,0.0001163754085601,66.0,52.0
hep-ex/0612041,"Conversion efficiency and luminosity for gamma-proton colliders based on
  the LHC-CLIC or LHC-ILC QCD Explorer scheme",1.1920657830569852e-05,0.0,3.0,0.0
hep-ph/0302012,"Turkish Comments on ""Future Perspectives in HEP""",1.1642068746559768e-05,1.0608650080810615e-09,12.0,3.0
physics/9901022,Status of Muon Collider Research and Development and Future Plans,1.1641290046118056e-05,1.3144063623054392e-05,20.0,9.0
physics/0112085,Quantum mechanical formalism of particle beam optics,1.1528397248240938e-05,0.0,8.0,4.0
physics/0210001,An alternate way to obtain the aberration expansion in Helmholtz Optics,9.75948565204792e-06,0.0,10.0,2.0
physics/0501071,6D Ionization Muon Cooling with Tabletop Rings,9.530385330403458e-06,1.990182755160072e-06,13.0,1.0
physics/0504145,Enhanced optical cooling of particle beams in storage rings,9.194759135523073e-06,0.0,3.0,0.0
hep-ph/0606184,"Axial masses in quasielastic neutrino scattering and single-pion
  neutrinoproduction on nucleons and nuclei",8.81877590267839e-06,0.0,12.0,0.0
physics/0504098,The RFOFO Ionization Cooling Ring for Muons,8.575517619917167e-06,0.0,1.0,0.0
hep-ph/0511308,"How to Sum Contributions into the Total Charged-Current Neutrino-Nucleon
  Cross Section",8.508452576994172e-06,9.34184406406148e-06,16.0,5.0
physics/0411123,The Neutrino Factory and Beta Beam Experiments and Development,8.476653252378718e-06,5.111107309305485e-06,25.0,35.0
physics/0605084,Space Charges Can Significantly Affect the Dynamics of Accelerator Maps,7.914553109478675e-06,0.0,1.0,0.0
hep-ex/0107044,Linear Collider Physics,7.805609923257615e-06,1.1102002491360345e-06,30.0,6.0
physics/0101070,Test Beams and Polarized Fixed Target Beams at the NLC,7.65343216360825e-06,1.1881688090507892e-08,3.0,1.0
hep-ex/0306034,Linac-Ring Type Colliders: Second Way to TeV Scale,7.639115025531388e-06,2.072422172839556e-06,7.0,4.0
hep-ph/0411398,"Constraints on the photon charge based on observations of extragalactic
  sources",7.525694075987797e-06,1.990182755160072e-06,9.0,1.0
physics/0209082,"Foldy-Wouthuysen transformation and a quasiparaxial approximation scheme
  for the scalar wave theory of light beams",7.110288808722692e-06,0.0,6.0,3.0
physics/0106022,"The Short-Term Dynamical Aperture via Variational-Wavelet Approach with
  Constraints",6.904819178033065e-06,0.0,21.0,5.0
physics/0512115,Application of the SALI chaos detection method to accelerator mappings,6.255432062431205e-06,0.0,4.0,1.0
nucl-th/0311033,"DSEs and pseudoscalar mesons: an aperc,u",6.034547306035796e-06,2.1954770760026904e-06,5.0,6.0
hep-ex/0106082,A Brief Review of Future Lepton-Hadron and Photon-Hadron Colliders,5.941084455212651e-06,0.0,6.0,6.0
physics/0007064,Further Studies on the Prospects for Many-TeV Muon Colliders,5.935858069146894e-06,0.0,5.0,0.0
physics/0410114,"Pulsations of the electron-positron plasma in the field of optical
  lasers",5.807996790345262e-06,3.9833359323427705e-06,3.0,2.0
physics/0106010,Orbital Beam Dynamics in Multipole Fields via Multiscale Expansions,5.752609016922779e-06,0.0,20.0,0.0
physics/0106008,Space-Charge Dominated Beam Transport via Multiresolution,5.752609016922779e-06,0.0,20.0,0.0
physics/0106007,"Coherent Structures and Pattern Formation in Vlasov-Maxwell-Poisson
  Systems",5.752609016922779e-06,0.0,20.0,0.0
physics/0608068,"Generation of radiation in free electron lasers with diffraction
  gratings (photonic crystal) with the variable spacial period",5.732990917622114e-06,0.0,4.0,0.0
physics/0610287,The Layout of the photon collider at the ILC,5.61175100842418e-06,0.0,4.0,0.0
physics/0604086,On the Possibility of the Strong Field QED Investigation at LHC,5.598779211707129e-06,0.0,2.0,0.0
physics/0404142,"On violation of the Robinson's damping criterion and enhanced cooling of
  ion, electron and muon beams in storage rings",5.405869731381017e-06,9.95091377580036e-07,4.0,1.0
physics/0306135,Muon Cooling Research and Development,5.218342808206788e-06,2.242459668824197e-08,6.0,1.0
gr-qc/9909090,"Quadrupole interaction of relativistic quantum particle with external
  fields",5.182932814255736e-06,0.0,2.0,0.0
physics/0411148,Polarized Proton and Deuteron Beams at COSY,5.078050252101938e-06,3.025357146537713e-07,2.0,1.0
physics/0106009,Nonlinear Dynamics of High-Brightness Beams,4.997375219152993e-06,0.0,13.0,0.0
hep-ex/0306044,Critical Issues in Linear Colliders,4.91388314352699e-06,9.80336301707267e-07,10.0,2.0
physics/0211017,Progress in Muon Cooling Research and Development,4.691658076636425e-06,0.0,4.0,0.0
physics/0608135,"On Field Emission in High Energy Colliders Initiated by a Relativistic
  Positively Charged Bunch of Particles",4.527116820765776e-06,0.0,2.0,0.0
physics/0403037,"Luminosity, Energy and Polarization Studies for the Linear Collider:
  Comparing e+e- and e-e- for NLC and TESLA",4.391493400689288e-06,0.0,4.0,5.0
physics/9907034,"Radiative Polarization, Computer Algorithms and Spin Matching in
  Electron Storage Rings",4.3465987921319015e-06,0.0,5.0,0.0
hep-ph/0103247,"The anomalous magnetic moment of muon: from the E821 experiment to
  bilepton masses",4.333264190934331e-06,1.0174802130360448e-07,4.0,7.0
physics/0411122,"Studies of beam offset due to beam-beam interactions at a warm linear
  collider",4.199458373837573e-06,0.0,3.0,0.0
physics/0509016,Design of a Polarised Positron Source Based on Laser Compton Scattering,4.187354149398045e-06,0.0,2.0,0.0
physics/0411218,"Muon Acceleration using Fixed Field, Alternating Gradient (FFAG) Rings",4.179634649687356e-06,0.0,9.0,1.0
gr-qc/9809069,"Equations of Motion of Spinning Relativistic Particle in Electromagnetic
  and Gravitational Fields",4.135454186305893e-06,0.0,8.0,4.0
physics/0212100,Laser Cooling of Nuclear Beams in Storage Rings,3.962845936460869e-06,2.985274132740108e-06,4.0,3.0
